MeasureID,Behavior,Dimensions,Item,Xnum,Text,ProcessedText
50,People Management,Supportive HR Practices,Item2,457.0,I experience the following HR practices as being implemented to support me: mobility,I experience the following HR practices as being implemented to support me: mobility
50,People Management,Supportive HR Practices,Item3,458.0,I experience the following HR practices as being implemented to support me: appraisal,I experience the following HR practices as being implemented to support me: appraisal
50,People Management,Supportive HR Practices,Item4,459.0,I experience the following HR practices as being implemented to support me: compensation and benefits,I experience the following HR practices as being implemented to support me: compensation and benefits
50,People Management,Supportive HR Practices,Item5,460.0,I experience the following HR practices as being implemented to support me: changes in job design,I experience the following HR practices as being implemented to support me: changes in job design
50,People Management,Supportive HR Practices,Item6,461.0,I experience the following HR practices as being implemented to support me: vitality,I experience the following HR practices as being implemented to support me: vitality
50,People Management,Supportive HR Practices,Item7,462.0,I experience the following HR practices as being implemented to support me: work-life balance,I experience the following HR practices as being implemented to support me: work-life balance
50,People Management,Implementation tailor-made arrangements,Item1,463.0,My supervisor tailors employment conditions to my personal situation,Tailors employment conditions to my personal situation
50,People Management,Implementation tailor-made arrangements,Item2,464.0,"My supervisor tailors employment conditions to my individual needs so I can

do a better job","Tailors employment conditions to my individual needs so I can

do a better job"
50,People Management,Support of employees' commitment,Item1,465.0,My supervisor shows an interest in how I do my job,Shows an interest in how I do my job
50,People Management,Support of employees' commitment,Item2,466.0,My supervisor shows an interest in my personal functioning,Shows an interest in my personal functioning
50,People Management,Support of employees' commitment,Item3,467.0,"If my supervisor appreciates the job done by me, he/she does not let this pass

unnoticed","If my supervisor appreciates the job done by me, he/she does not let this pass

unnoticed"
50,People Management,Support of employees' commitment,Item4,468.0,My supervisor asks me if I can manage my job,Asks me if I can manage my job
50,People Management,Support of employees' career development,Item1,469.0,My supervisor informs me about opportunities for training and development,Informs me about opportunities for training and development
50,People Management,Support of employees' career development,Item2,470.0,My supervisor offers me opportunities to participate in training,Offers me opportunities to participate in training
50,People Management,Support of employees' career development,Item3,471.0,My supervisor supports me in utilizing opportunities for vertical mobility,Supports me in utilizing opportunities for vertical mobility
50,People Management,Support of employees' career development,Item4,472.0,My supervisor supports me in utilizing opportunities for horizontal mobility,Supports me in utilizing opportunities for horizontal mobility
50,People Management,Ability,Item1,473.0,I have sufficient knowledge of my team's products and/or services,I have sufficient knowledge of my team's products and/or services
50,People Management,Ability,Item2,474.0,I am aware of the value of our products and/or services,I am aware of the value of our products and/or services
50,People Management,Ability,Item3,475.0,I have adequate knowledge to perform my tasks,I have adequate knowledge to perform my tasks
50,People Management,Ability,Item4,476.0,I have adequate skills to perform my tasks,I have adequate skills to perform my tasks
50,People Management,Commitment,Item1,477.0,I feel 'emotionally attached' to my team,I feel 'emotionally attached' to my team
50,People Management,Commitment,Item2,478.0,My team has a great deal of personal meaning for me,My team has a great deal of personal meaning for me
50,People Management,Commitment,Item3,479.0,I do not feel a strong sense of belonging to my team,I do not feel a strong sense of belonging to my team
50,People Management,Commitment,Item4,480.0,I feel like 'part of the family' at my team,I feel like 'part of the family' at my team
50,People Management,Autonomy,Item1,481.0,My job provides me with opportunities to use my knowledge and skills,My job provides me with opportunities to use my knowledge and skills
50,People Management,Autonomy,Item2,482.0,I feel comfortable in my job,I feel comfortable in my job
50,People Management,Autonomy,Item3,483.0,I have sufficient authority to perform my tasks,I have sufficient authority to perform my tasks
50,People Management,Autonomy,Item4,484.0,I am provided with opportunities to develop my knowledge and skills,I am provided with opportunities to develop my knowledge and skills
50,People Management,Extra-role behavior,Item1,485.0,"I help new workers, even when not required to do so","I help new workers, even when not required to do so"
50,People Management,Extra-role behavior,Item2,486.0,I don't stay late if necessary to help out,I don't stay late if necessary to help out
50,People Management,Extra-role behavior,Item3,487.0,I make suggestions for improvements,I make suggestions for improvements
50,People Management,Extra-role behavior,Item4,488.0,I don't volunteer for things that are not part of the job,I don't volunteer for things that are not part of the job
50,People Management,Extra-role behavior,Item5,489.0,I avoid extra duties and responsibilities,I avoid extra duties and responsibilities
50,People Management,Extra-role behavior,Item6,490.0,I seek out training and other ways of improving my performance at work,I seek out training and other ways of improving my performance at work
53,Servant Leadership,Altruistic Calling,Item1,491.0,This person puts my best interests ahead of his/her own.,Puts my best interests ahead of his/her own.
53,Servant Leadership,Altruistic Calling,Item2,492.0,This person does everything he/she can to serve me.,Does everything he/she can to serve me.
53,Servant Leadership,Altruistic Calling,Item3,493.0,This person sacrifices his/her own interests to meet my needs.,Sacrifices his/her own interests to meet my needs.
53,Servant Leadership,Altruistic Calling,Item4,494.0,This person goes above and beyond the call of duty to meet my needs.,Goes above and beyond the call of duty to meet my needs.
53,Servant Leadership,Emotional healing,Item1,495.0,This person is one I would turn to if I had a personal trauma.,Is one I would turn to if I had a personal trauma.
53,Servant Leadership,Emotional healing,Item2,496.0,This person is good at helping me with my emotional issues.,Is good at helping me with my emotional issues.
53,Servant Leadership,Emotional healing,Item3,497.0,This person is talented at helping me to heal emotionally.,Is talented at helping me to heal emotionally.
53,Servant Leadership,Emotional healing,Item4,498.0,This person is one that could help me mend my hard feelings.,Is one that could help me mend my hard feelings.
53,Servant Leadership,Wisdom,Item1,499.0,This person seems alert to what's happening.,Seems alert to what's happening.
53,Servant Leadership,Wisdom,Item2,500.0,This person is good at anticipating the consequences of decisions.,Is good at anticipating the consequences of decisions.
53,Servant Leadership,Wisdom,Item3,501.0,This person has great awareness of what is going on.,Has great awareness of what is going on.
53,Servant Leadership,Wisdom,Item4,502.0,This person seems in touch with what's happening.,Seems in touch with what's happening.
53,Servant Leadership,Wisdom,Item5,503.0,This person seems to know what is going to happen.,Seems to know what is going to happen.
53,Servant Leadership,Persuasive mapping,Item1,504.0,This person offers compelling reasons to get me to do things.,Offers compelling reasons to get me to do things.
53,Servant Leadership,Persuasive mapping,Item2,505.0,"This person encourages me to dream ""big dreams"" about the organization.","Encourages me to dream ""big dreams"" about the organization."
53,Servant Leadership,Persuasive mapping,Item3,506.0,This person is very persuasive.,Is very persuasive.
53,Servant Leadership,Persuasive mapping,Item4,507.0,This person is good at convincing me to do things.,Is good at convincing me to do things.
53,Servant Leadership,Persuasive mapping,Item5,508.0,This person is gifted when it comes to persuading me.,Is gifted when it comes to persuading me.
53,Servant Leadership,Organizational stewardship,Item1,509.0,This person believes that the organization needs to play a moral role in society.,Believes that the organization needs to play a moral role in society.
53,Servant Leadership,Organizational stewardship,Item2,510.0,This person believes that our organization needs to function as a community.,Believes that our organization needs to function as a community.
53,Servant Leadership,Organizational stewardship,Item3,511.0,This person sees the organization for its potential to contribute to society.,Sees the organization for its potential to contribute to society.
53,Servant Leadership,Organizational stewardship,Item4,512.0,This person encourages me to have a community spirit in the workplace.,Encourages me to have a community spirit in the workplace.
53,Servant Leadership,Organizational stewardship,Item5,513.0,This person is preparing the organization to make a positive difference in the future.,Is preparing the organization to make a positive difference in the future.
54,Ethical Leadership,nan,Item1,514.0,Shows a strong concern for ethical and moral values.,Shows a strong concern for ethical and moral values.
54,Ethical Leadership,nan,Item2,515.0,Communicates clear ethical standards for members.,Communicates clear ethical standards for members.
54,Ethical Leadership,nan,Item3,516.0,Sets an example of ethical behavior in his/her decisions and actions.,Sets an example of ethical behavior in his/her decisions and actions.
54,Ethical Leadership,nan,Item4,517.0,Is honest and can be trusted to tell the truth.,Is honest and can be trusted to tell the truth.
54,Ethical Leadership,nan,Item5,518.0,"Keeps his/her actions consistent with his/her stated values (""walks the talk"").","Keeps his/her actions consistent with his/her stated values (""walks the talk"")."
54,Ethical Leadership,nan,Item6,519.0,Is fair and unbiased when assigning tasks to members.,Is fair and unbiased when assigning tasks to members.
54,Ethical Leadership,nan,Item7,520.0,Can be trusted to carry out promises and commitments.,Can be trusted to carry out promises and commitments.
54,Ethical Leadership,nan,Item8,521.0,Insists on doing what is fair and ethical even when it is not easy.,Insists on doing what is fair and ethical even when it is not easy.
54,Ethical Leadership,nan,Item9,522.0,Acknowledges mistakes and takes responsibility for them.,Acknowledges mistakes and takes responsibility for them.
54,Ethical Leadership,nan,Item10,523.0,Regards honesty and integrity as important personal values.,Regards honesty and integrity as important personal values.
54,Ethical Leadership,nan,Item11,524.0,Sets an example of dedication and self-sacrifice for the organization.,Sets an example of dedication and self-sacrifice for the organization.
54,Ethical Leadership,nan,Item12,525.0,Opposes the use of unethical practices to increase performance.,Opposes the use of unethical practices to increase performance.
54,Ethical Leadership,nan,Item13,526.0,Is fair and objective when evaluating member performance and providing rewards.,Is fair and objective when evaluating member performance and providing rewards.
54,Ethical Leadership,nan,Item14,527.0,Puts the needs of others above his/her own self-interest.,Puts the needs of others above his/her own self-interest.
54,Ethical Leadership,nan,Item15,528.0,Holds members accountable for using ethical practices in their work.,Holds members accountable for using ethical practices in their work.
36,Intentions of Reciprocity,nan,Item1,529.0,"If he asks me to do something to help the company, I do it even if it might involve extra responsibility.","If he asks me to do something to help the company, I do it even if it might involve extra responsibility."
36,Intentions of Reciprocity,nan,Item2,530.0,"If he asks me to do something to help the company, I do it even if it might involve some risk.","If he asks me to do something to help the company, I do it even if it might involve some risk."
36,Intentions of Reciprocity,nan,Item3,531.0,"If he asks me to do something to help the company, I do it even if it might bring me some discomfort.","If he asks me to do something to help the company, I do it even if it might bring me some discomfort."
36,Intentions of Reciprocity,nan,Item4,532.0,"If he proposes a temporary pay-cut or benefit reduction from all employees to help the company, I would agree to it.","If he proposes a temporary pay-cut or benefit reduction from all employees to help the company, I would agree to it."
36,Intentions of Reciprocity,nan,Item5,533.0,"His behavior inspires me to carefully exercise my authority and power, and sacrifice my privileges, if the situation in the company requires it.","His behavior inspires me to carefully exercise my authority and power, and sacrifice my privileges, if the situation in the company requires it."
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item1,534.0,Encourages me to set high goals for myself.,Encourages me to set high goals for myself.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item2,535.0,Communicates high performance expectations to me.,Communicates high performance expectations to me.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item3,536.0,"Shows confidence in my ability to meet performance

expectations.","Shows confidence in my ability to meet performance

expectations."
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item4,537.0,Demonstrates total confidence in me.,Demonstrates total confidence in me.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item5,538.0,Encourages me to live up to my potential.,Encourages me to live up to my potential.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item1,539.0,Helps me develop my strengths.,Lps me develop my strengths.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item2,540.0,Suggests training to improve my ability to carry out my job.,Suggests training to improve my ability to carry out my job.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item3,541.0,Provides me with developmental experiences.,Provides me with developmental experiences.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item4,542.0,Provides feedback to help me develop my abilities.,Provides feedback to help me develop my abilities.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item5,543.0,Provides coaching to help me improve my job performance.,Provides coaching to help me improve my job performance.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item1,544.0,Gets me to look at problems from many different angles.,Gets me to look at problems from many different angles.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item2,545.0,Challenges me to think about old problems in new ways.,Challenges me to think about old problems in new ways.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item3,546.0,Challenges me to be innovative in my approach to work assignments.,Challenges me to be innovative in my approach to work assignments.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item4,547.0,Encourages me to be an independent thinker.,Encourages me to be an independent thinker.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item1,548.0,Commends me when I achieve my goals.,Commends me when I achieve my goals.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item2,549.0,Gives me positive feedback when I perform well.,Gives me positive feedback when I perform well.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item3,550.0,Gives me special recognition when my work is very good.,Gives me special recognition when my work is very good.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item4,551.0,Acknowledges improvement in my quality of work.,Acknowledges improvement in my quality of work.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item1,552.0,Encourages team members to take pride in our team.,Encourages team members to take pride in our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item2,553.0,"Says things that make us feel proud to be members of this

team.","Says things that make us feel proud to be members of this

team."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item3,554.0,Says positive things about the team.,Says positive things about the team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item4,555.0,"Encourages others to place the interests of the team ahead

of their own interests.","Encourages others to place the interests of the team ahead

of their own interests."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item5,556.0,Emphasizes the uniqueness of the team.,Emphasizes the uniqueness of the team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item1,557.0,"Articulates a compelling vision of the future for our

team.","Articulates a compelling vision of the future for our

team."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item2,558.0,Talks optimistically about the future of our team.,Talks optimistically about the future of our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item3,559.0,Talks enthusiastically about what needs to be accomplished by our team.,Talks enthusiastically about what needs to be accomplished by our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item4,560.0,"Communicates a clear direction of where our team is

going.","Communicates a clear direction of where our team is

going."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item1,561.0,Fosters collaboration among team members.,Fosters collaboration among team members.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item2,562.0,"Encourages group members to be team players.""","Encourages group members to be team players."""
40,Abusive Supervision,nan,Item1,566.0,I ridiculed an employee.,I ridiculed an employee.
40,Abusive Supervision,nan,Item2,567.0,I gave an employee the silent treatment.,I gave an employee the silent treatment.
40,Abusive Supervision,nan,Item3,568.0,I put an employee down in front of others.,I put an employee down in front of others.
40,Abusive Supervision,nan,Item4,569.0,I reminded an employee of his/her past mistakes and failures.,I reminded an employee of his/her past mistakes and failures.
40,Abusive Supervision,nan,Item5,570.0,"I expressed anger at an employee when I was mad for another

reason.","I expressed anger at an employee when I was mad for another

reason."
40,Abusive Supervision,nan,Item6,571.0,I made negative comments about an employee to others.,I made negative comments about an employee to others.
40,Abusive Supervision,nan,Item7,572.0,I was rude to an employee.,I was rude to an employee.
40,Abusive Supervision,nan,Item8,573.0,I told an employee that he/she is incompetent.,I told an employee that he/she is incompetent.
41,Leader Social Account With Moral Disengagement Language Measure,Moral justification,Item1,574.0,Attempted to justify the employee's conduct in some way.,Attempted to justify the employee's conduct in some way.
41,Leader Social Account With Moral Disengagement Language Measure,Diffusion of responsibility,Item1,575.0,Found ways for the employee to not be held accountable for his or her behavior.,Found ways for the employee to not be held accountable for his or her behavior.
41,Leader Social Account With Moral Disengagement Language Measure,Attribution of blame,Item1,576.0,"Used others as an excuse for the employee not acting

better.","Used others as an excuse for the employee not acting

better."
41,Leader Social Account With Moral Disengagement Language Measure,Euphemistic labeling,Item1,577.0,Used language that made the employee's conduct appear less negative.,Used language that made the employee's conduct appear less negative.
41,Leader Social Account With Moral Disengagement Language Measure,Advantageous comparison,Item1,578.0,"The leader compared the employee to someone else to

make the employee look better.","Compared the employee to someone else to

make the employee look better."
41,Leader Social Account With Moral Disengagement Language Measure,Distortion of consequences,Item1,579.0,Used logic to say the employee's behavior was not that bad.,Used logic to say the employee's behavior was not that bad.
41,Leader Social Account With Moral Disengagement Language Measure,Displacement of responsibility,Item1,580.0,Indicated the employee should not be responsible for his or her actions.,Indicated the employee should not be responsible for his or her actions.
42,Paternalistic Leadership,Family atmosphere at work,Item1,581.0,Behaves like a family member (father/mother or elder brother/sister) towards his / her employees.,Behaves like a family member (father/mother or elder brother/sister) towards his / her employees.
42,Paternalistic Leadership,Family atmosphere at work,Item2,582.0,Provides advice to employees like a senior family member.,Provides advice to employees like a senior family member.
42,Paternalistic Leadership,Family atmosphere at work,Item3,583.0,Creates a family environment in the workplace.,Creates a family environment in the workplace.
42,Paternalistic Leadership,Family atmosphere at work,Item4,584.0,Feels responsible from employees as if they are his or her own children.,Feels responsible from employees as if they are his or her own children.
42,Paternalistic Leadership,Family atmosphere at work,Item5,585.0,Protects employees from outside criticisms.,Protects employees from outside criticisms.
42,Paternalistic Leadership,Individualized relationships,Item1,586.0,Places importance to establishing one-to-one relationship with every employee.,Places importance to establishing one-to-one relationship with every employee.
42,Paternalistic Leadership,Individualized relationships,Item2,587.0,"Places importance to knowing every employee in person (e.g. personal problems, family life etc.).","Places importance to knowing every employee in person (e.g. personal problems, family life etc.)."
42,Paternalistic Leadership,Individualized relationships,Item3,588.0,"Shows emotional reactions, such as joy, sorrow, anger, in his or her relationships with employees.","Shows emotional reactions, such as joy, sorrow, anger, in his or her relationships with employees."
42,Paternalistic Leadership,Individualized relationships,Item4,589.0,Closely monitors the development and progress of his or her employees.,Closely monitors the development and progress of his or her employees.
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item1,590.0,"Does not hesitate to take action in the name of his or her employees, whenever necessary.","Does not hesitate to take action in the name of his or her employees, whenever necessary."
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item2,591.0,"Is ready to help employees with their non-work problems (e.g. housing, education of the children, health etc.) whenever they need it.","Is ready to help employees with their non-work problems (e.g. housing, education of the children, health etc.) whenever they need it."
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item3,592.0,"Attends special events of employees (e.g. weddings and funeral ceremonies, graduations etc.)","Attends special events of employees (e.g. weddings and funeral ceremonies, graduations etc.)"
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item4,593.0,Is prepared to act as a mediator whenever an employee has problems in his or her private life (e.g. marital problems).,Is prepared to act as a mediator whenever an employee has problems in his or her private life (e.g. marital problems).
42,Paternalistic Leadership,Loyalty expectation,Item1,594.0,Expects loyalty and deference in exchange for his or her care and nurturance.,Expects loyalty and deference in exchange for his or her care and nurturance.
42,Paternalistic Leadership,Loyalty expectation,Item2,595.0,"Does not consider performance as the most important criterion while making a decision about employees (e.g. promotion, lay-off).","Does not consider performance as the most important criterion while making a decision about employees (e.g. promotion, lay-off)."
42,Paternalistic Leadership,Loyalty expectation,Item3,596.0,Places more importance to loyalty than performance in evaluating employees.,Places more importance to loyalty than performance in evaluating employees.
42,Paternalistic Leadership,Status hierarchy and authority,Item1,597.0,Is disciplinarian and at the same time nurturant (sweet & bitter).,Is disciplinarian and at the same time nurturant (sweet & bitter).
42,Paternalistic Leadership,Status hierarchy and authority,Item2,598.0,Believes that she/he knows what is best for his or her employees.,Believes that she/he knows what is best for his or her employees.
42,Paternalistic Leadership,Status hierarchy and authority,Item3,599.0,"Asks opinions of employees about work-related issues, however, makes the last decision himself or herself.","Asks opinions of employees about work-related issues, however, makes the last decision himself or herself."
42,Paternalistic Leadership,Status hierarchy and authority,Item4,600.0,Wants to control or to be informed about every work-related activity.,Wants to control or to be informed about every work-related activity.
42,Paternalistic Leadership,Status hierarchy and authority,Item5,601.0,"Despite establishing close relationships with employees, keeps his or her distance.","Despite establishing close relationships with employees, keeps his or her distance."
62,Paternalistic Leadership,Benevolent leadership,Item1,602.0,My supervisor is like a family member when he/she gets along with us.,Is like a family member when he/she gets along with us.
62,Paternalistic Leadership,Benevolent leadership,Item2,603.0,My supervisor devotes all his/her energy to taking care of me.,Devotes all his/her energy to taking care of me.
62,Paternalistic Leadership,Benevolent leadership,Item3,604.0,"Beyond work relations, my supervisor expresses concern about my daily life.","Beyond work relations, my supervisor expresses concern about my daily life."
62,Paternalistic Leadership,Benevolent leadership,Item4,605.0,My supervisor ordinarily shows a kind concern for my comfort.,Ordinarily shows a kind concern for my comfort.
62,Paternalistic Leadership,Benevolent leadership,Item5,606.0,My supervisor will help me when I'm in an emergency.,Will help me when I'm in an emergency.
62,Paternalistic Leadership,Benevolent leadership,Item6,607.0,My supervisor takes very thoughtful care of subordinates who have spent a long time with him/her.,Takes very thoughtful care of subordinates who have spent a long time with him/her.
62,Paternalistic Leadership,Benevolent leadership,Item7,608.0,My supervisor meets my needs according to my personal requests.,Meets my needs according to my personal requests.
62,Paternalistic Leadership,Benevolent leadership,Item8,609.0,My supervisor encourages me when I encounter arduous problems.,Encourages me when I encounter arduous problems.
62,Paternalistic Leadership,Benevolent leadership,Item9,610.0,My supervisor takes good care of my family members as well.,Takes good care of my family members as well.
62,Paternalistic Leadership,Benevolent leadership,Item10,611.0,My supervisor tries to understand what the cause is when I don't perform well.,Tries to understand what the cause is when I don't perform well.
62,Paternalistic Leadership,Benevolent leadership,Item11,612.0,My supervisor handles what is difficult to do or manage in everyday life for me.,Handles what is difficult to do or manage in everyday life for me.
62,Paternalistic Leadership,Moral leadership,Item1,613.0,My supervisor never avenges a personal wrong in the name of public interest when he/she is offended.,Never avenges a personal wrong in the name of public interest when he/she is offended.
62,Paternalistic Leadership,Moral leadership,Item2,614.0,My supervisor employs people according to their virtues and does not envy others' abilities and virtues.,Employs people according to their virtues and does not envy others' abilities and virtues.
62,Paternalistic Leadership,Moral leadership,Item3,615.0,My supervisor uses his/her authority to seek special privileges for himself/herself.,Uses his/her authority to seek special privileges for himself/herself.
62,Paternalistic Leadership,Moral leadership,Item4,616.0,My supervisor doesn't take the credit for my achievements and contributions for himself/herself.,Doesn't take the credit for my achievements and contributions for himself/herself.
62,Paternalistic Leadership,Moral leadership,Item5,617.0,My supervisor does not take advantage of me for personal gain.,Does not take advantage of me for personal gain.
62,Paternalistic Leadership,Moral leadership,Item6,618.0,My supervisor does not use guanxi (personal relationships) or back-door practices to obtain illicit personal gains.,Does not use guanxi (personal relationships) or back-door practices to obtain illicit personal gains.
62,Paternalistic Leadership,Authoritarian leadership,Item1,619.0,My supervisor asks me to obey his/her instructions completely.,Asks me to obey his/her instructions completely.
62,Paternalistic Leadership,Authoritarian leadership,Item2,620.0,My supervisor determined all decisions in the organization whether they are important or not.,Determined all decisions in the organization whether they are important or not.
62,Paternalistic Leadership,Authoritarian leadership,Item3,621.0,My supervisor always has the last say in the meeting.,Always has the last say in the meeting.
62,Paternalistic Leadership,Authoritarian leadership,Item4,622.0,My supervisor always behaves in a commanding fashion in front of employees.,Always behaves in a commanding fashion in front of employees.
62,Paternalistic Leadership,Authoritarian leadership,Item5,623.0,I feel pressured when working with him/her.,I feel pressured when working with him/her.
62,Paternalistic Leadership,Authoritarian leadership,Item6,624.0,My supervisor exercises strict discipline over subordinates.,Exercises strict discipline over subordinates.
62,Paternalistic Leadership,Authoritarian leadership,Item7,625.0,My supervisor scolds us when we can't accomplish our tasks.,Scolds us when we can't accomplish our tasks.
62,Paternalistic Leadership,Authoritarian leadership,Item8,626.0,My supervisor emphasizes that our group must have the best performance of all the units in the organization.,Emphasizes that our group must have the best performance of all the units in the organization.
62,Paternalistic Leadership,Authoritarian leadership,Item9,627.0,"We have to follow his/her rules to get things done. If not, he/she punishes us severely.","We have to follow his/her rules to get things done. If not, he/she punishes us severely."
63,LBDQ Revised,Consideration,Item1,628.0,He does personal favors for group members.,Does personal favors for group members.
63,LBDQ Revised,Consideration,Item2,629.0,He does little things to make it pleasant to be a member of the group.,Does little things to make it pleasant to be a member of the group.
63,LBDQ Revised,Consideration,Item3,630.0,He is easy to understand.,Is easy to understand.
63,LBDQ Revised,Consideration,Item4,631.0,He finds time to listen to group members.,Finds time to listen to group members.
63,LBDQ Revised,Consideration,Item5,632.0,He keeps to himself.,Keeps to himself.
63,LBDQ Revised,Consideration,Item6,633.0,He looks out for personal welfare of individual group members.,Looks out for personal welfare of individual group members.
63,LBDQ Revised,Consideration,Item7,634.0,He refuses to explain his actions.,Refuses to explain his actions.
63,LBDQ Revised,Consideration,Item8,635.0,He acts without consulting the group.,Acts without consulting the group.
63,LBDQ Revised,Consideration,Item9,636.0,He backs up the members in their actions.,Backs up the members in their actions.
63,LBDQ Revised,Consideration,Item10,637.0,He treats all group members as his equals.,Treats all group members as his equals.
63,LBDQ Revised,Consideration,Item11,638.0,He is willing to make changes.,Is willing to make changes.
63,LBDQ Revised,Consideration,Item12,639.0,He is friendly and approachable.,Is friendly and approachable.
63,LBDQ Revised,Consideration,Item13,640.0,He makes group members feel at ease when talking with them.,Makes group members feel at ease when talking with them.
63,LBDQ Revised,Consideration,Item14,641.0,He puts suggestions made by the group into operation.,Puts suggestions made by the group into operation.
63,LBDQ Revised,Consideration,Item15,642.0,He gets group approval on important matters before going ahead.,Gets group approval on important matters before going ahead.
63,LBDQ Revised,Initiating Structure,Item1,643.0,He makes his attitudes clear to the group.,Makes his attitudes clear to the group.
63,LBDQ Revised,Initiating Structure,Item2,644.0,He tries out his new ideas with the group.,Tries out his new ideas with the group.
63,LBDQ Revised,Initiating Structure,Item3,645.0,He rules with an iron hand.,Rules with an iron hand.
63,LBDQ Revised,Initiating Structure,Item4,646.0,He criticizes poor work.,Criticizes poor work.
63,LBDQ Revised,Initiating Structure,Item5,647.0,He speaks in a manner not to be questioned.,Speaks in a manner not to be questioned.
63,LBDQ Revised,Initiating Structure,Item6,648.0,He assigns group members to particular tasks.,Assigns group members to particular tasks.
63,LBDQ Revised,Initiating Structure,Item7,649.0,He schedules work to be done.,Schedules work to be done.
63,LBDQ Revised,Initiating Structure,Item8,650.0,He maintains definite standards of performance.,Maintains definite standards of performance.
63,LBDQ Revised,Initiating Structure,Item9,651.0,He emphasizes the meeting of deadlines.,Emphasizes the meeting of deadlines.
63,LBDQ Revised,Initiating Structure,Item10,652.0,He encourages the use of uniform procedures.,Encourages the use of uniform procedures.
63,LBDQ Revised,Initiating Structure,Item11,653.0,He makes sure that his part in the organization is understood by all group members.,Makes sure that his part in the organization is understood by all group members.
63,LBDQ Revised,Initiating Structure,Item12,654.0,He asks that group members follow standard rules and regulations.,Asks that group members follow standard rules and regulations.
63,LBDQ Revised,Initiating Structure,Item13,655.0,He sees to it that group members are working up to capacity.,Sees to it that group members are working up to capacity.
63,LBDQ Revised,Initiating Structure,Item14,656.0,He sees to it that the work of group members is coordinated.,Sees to it that the work of group members is coordinated.
56,Paradoxical Leader Behavior in People Management,Treating subordinates uniformly while allowing individualization,Item1,657.0,"Uses a fair approach to treat all subordinates uniformly, but also treats them as individuals","Uses a fair approach to treat all subordinates uniformly, but also treats them as individuals"
56,Paradoxical Leader Behavior in People Management,Treating subordinates uniformly while allowing individualization,Item2,658.0,"Puts all subordinates on an equal footing, but considers their individual traits or personalities","Puts all subordinates on an equal footing, but considers their individual traits or personalities"
56,Paradoxical Leader Behavior in People Management,Treating subordinates uniformly while allowing individualization,Item3,659.0,"Communicates with subordinates uniformly without discrimination, but varies his or her communication styles depending on their individual characteristics or needs","Communicates with subordinates uniformly without discrimination, but varies his or her communication styles depending on their individual characteristics or needs"
56,Paradoxical Leader Behavior in People Management,Treating subordinates uniformly while allowing individualization,Item4,660.0,"Manages subordinates uniformly, but considers their individualized needs","Manages subordinates uniformly, but considers their individualized needs"
